PostID,UserID,PostDateTime,PostContent,Hashtags,PostTopic,Likes,Shares,Comments,UserFollowers,UserFollowing,UserLocation,UserAge,UserGender,SentimentScore
5107,1207,2023-02-20 14:10:00,Living my best life—enjoying every moment and embracing wellness. #health,#health,Lifestyle,953,238,177,73840,2086,West Tara,49,Male,0.64
5108,3497,2023-06-08 19:36:00,Entertainment buzz: A star-studded event lit up the night. #celebrity #music,"#celebrity, #music",Entertainment,443,103,7,20567,4799,Samanthastad,54,Male,-0.34
5109,1094,2023-12-15 11:46:00,What a game! That last-minute goal was simply unforgettable. #basketball #football,"#basketball, #football",Sports,433,394,182,65333,897,South Pamelatown,71,Female,0.5
5110,2883,2023-03-25 03:47:00,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,227,365,76,472,4130,New Joshuaside,22,Male,0.9
5111,3886,2023-08-08 12:38:00,What a game! That last-minute goal was simply unforgettable. #basketball #football #olympics,"#basketball, #football, #olympics",Sports,508,28,66,79837,1545,Lake Michelletown,65,Other,-0.69
5112,1477,2023-03-27 23:08:00,Political update: Today's debate on election integrity was intense. #debate #election #policy,"#debate, #election, #policy",Politics,798,88,147,71487,984,West Rachel,54,Female,-0.72
5113,3730,2023-08-20 04:42:00,Sports update: The championship match had fans on the edge of their seats. #olympics #basketball,"#olympics, #basketball",Sports,302,374,172,71664,1445,Bradleyport,20,Male,-0.79
5114,1761,2023-09-19 07:44:00,What a game! That last-minute goal was simply unforgettable. #basketball,#basketball,Sports,33,396,34,63715,588,New Cheryl,36,Male,0.6
5115,1189,2023-07-09 23:49:00,Living my best life—enjoying every moment and embracing wellness. #food #health,"#food, #health",Lifestyle,1,50,76,29545,3469,Victoriamouth,63,Female,0.33
5116,3758,2023-09-09 12:36:00,Stay informed: New government policies are reshaping public discourse. #election #debate,"#election, #debate",Politics,361,363,279,59247,120,Michaelview,72,Male,0.04
5117,2507,2023-06-06 22:23:00,Breaking: A startup's new product is creating major buzz in the tech world. #innovation,#innovation,Technology,194,437,184,85632,305,Muellershire,33,Other,0.55
5118,2756,2023-07-23 00:06:00,Celebrity update: The latest music release is topping the charts. #movies #celebrity,"#movies, #celebrity",Entertainment,605,146,54,93616,2244,Lisabury,65,Male,0.7
5119,2559,2023-08-20 21:19:00,What a game! That last-minute goal was simply unforgettable. #olympics,#olympics,Sports,839,313,93,63869,951,West Emily,18,Male,0.9
5120,1755,2023-10-18 00:05:00,Incredible performance today—truly a masterclass in sportsmanship. #football #olympics,"#football, #olympics",Sports,307,35,143,24231,719,Aprilbury,43,Male,-0.6
5121,2446,2023-09-17 16:51:00,Tech update: A breakthrough in AI is set to transform the industry. #AI,#AI,Technology,646,283,246,22834,1933,Ryanshire,24,Female,-0.12
5122,1835,2023-08-26 19:16:00,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #movies,"#celebrity, #movies",Entertainment,715,451,199,34200,189,South Mark,25,Female,0.85
5123,2663,2023-07-15 20:03:00,Breaking news: Major policy changes have sparked debates in the parliament. #election,#election,Politics,249,386,235,14838,2752,Leetown,61,Male,-0.08
5124,2628,2023-12-29 21:03:00,Breaking: A startup's new product is creating major buzz in the tech world. #startup #innovation #AI,"#startup, #innovation, #AI",Technology,146,485,219,77074,2718,Williamsonbury,43,Female,0.01
5125,2835,2023-12-12 15:08:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #health #food,"#travel, #health, #food",Lifestyle,345,100,215,48899,1496,Petershire,21,Male,0.88
5126,1132,2023-05-06 06:16:00,What a game! That last-minute goal was simply unforgettable. #olympics,#olympics,Sports,347,106,48,47529,2968,West Savannah,39,Female,0.47
5127,1054,2023-09-27 10:06:00,Tech update: A breakthrough in AI is set to transform the industry. #innovation #startup,"#innovation, #startup",Technology,253,344,284,855,3953,East Richardside,65,Male,0.1
5128,1509,2023-07-17 03:49:00,Just watched an amazing movie—highly recommend it to all film lovers. #movies #celebrity #music,"#movies, #celebrity, #music",Entertainment,398,424,117,62816,4209,South Beth,63,Female,-0.29
5129,1669,2023-04-02 00:17:00,Sports update: The championship match had fans on the edge of their seats. #football #olympics #basketball,"#football, #olympics, #basketball",Sports,333,290,81,69161,1344,New Zachary,39,Female,0.01
5130,4612,2023-11-25 09:19:00,Breaking: A startup's new product is creating major buzz in the tech world. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,175,348,262,29984,917,North Briana,52,Male,-0.98
5131,3457,2023-09-21 02:14:00,Celebrity update: The latest music release is topping the charts. #celebrity,#celebrity,Entertainment,124,104,76,1896,2932,Schwartzville,74,Female,-0.36
5132,4282,2023-06-23 12:20:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #food #travel #health,"#food, #travel, #health",Lifestyle,762,220,210,13854,4658,New Caitlin,70,Female,0.89
5133,2689,2023-11-10 11:03:00,Attended an inspiring tech conference—innovations are on the horizon. #startup #AI #innovation,"#startup, #AI, #innovation",Technology,397,75,121,12261,1466,East Colleenhaven,27,Female,0.0
5134,2316,2023-04-03 06:32:00,Attended an inspiring tech conference—innovations are on the horizon. #startup #AI,"#startup, #AI",Technology,130,226,89,67813,3122,Craigville,51,Female,0.25
5135,4034,2023-11-26 15:24:00,Sports update: The championship match had fans on the edge of their seats. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,561,83,257,93768,3382,North Phillipstad,20,Female,0.07
5136,1733,2023-12-08 20:49:00,Sports update: The championship match had fans on the edge of their seats. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,604,464,160,67686,4923,Ryanview,47,Female,-0.21
5137,4186,2023-01-26 21:04:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel,#travel,Lifestyle,891,75,175,51241,2632,North Morgan,75,Other,0.33
5138,2693,2023-05-07 14:46:00,What a game! That last-minute goal was simply unforgettable. #football #olympics,"#football, #olympics",Sports,821,248,292,90766,408,South Samantha,43,Other,0.53
5139,1258,2023-09-01 20:17:00,Tech update: A breakthrough in AI is set to transform the industry. #startup #AI #innovation,"#startup, #AI, #innovation",Technology,901,254,88,38677,1550,Sandershaven,54,Female,-0.27
5140,4834,2023-09-28 22:14:00,Living my best life—enjoying every moment and embracing wellness. #food #health,"#food, #health",Lifestyle,944,49,126,54865,1988,Katherineburgh,78,Other,0.18
5141,2145,2023-09-17 19:01:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #food,#food,Lifestyle,406,355,285,24941,864,Port Sarah,53,Other,-0.83
5142,1298,2023-06-21 05:22:00,Living my best life—enjoying every moment and embracing wellness. #food,#food,Lifestyle,731,457,296,25598,645,Georgeshire,13,Male,0.1
5143,4846,2023-01-04 13:43:00,Breaking: A startup's new product is creating major buzz in the tech world. #AI #innovation #startup,"#AI, #innovation, #startup",Technology,845,209,259,90745,276,Kennethberg,45,Other,0.5
5144,4452,2023-05-12 14:02:00,Stay informed: New government policies are reshaping public discourse. #election #policy,"#election, #policy",Politics,333,157,243,77811,3045,Heatherhaven,49,Male,0.17
5145,1560,2023-01-09 14:52:00,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #music #movies,"#celebrity, #music, #movies",Entertainment,19,327,110,67329,3885,West Jamesview,69,Female,0.01
5146,2912,2023-05-20 04:19:00,Sports update: The championship match had fans on the edge of their seats. #olympics,#olympics,Sports,204,232,23,64014,4962,Susanstad,23,Other,-0.43
5147,2864,2023-11-12 01:10:00,Breaking news: Major policy changes have sparked debates in the parliament. #election #debate,"#election, #debate",Politics,602,370,49,51303,3368,Patriciashire,59,Male,-0.02
5148,4572,2023-09-11 01:35:00,Attended an inspiring tech conference—innovations are on the horizon. #startup #AI #innovation,"#startup, #AI, #innovation",Technology,955,76,36,93902,2114,Sonyaton,78,Female,-0.83
5149,1296,2023-11-16 22:46:00,Breaking: A startup's new product is creating major buzz in the tech world. #innovation #AI,"#innovation, #AI",Technology,354,222,180,93043,2401,Melaniemouth,16,Other,0.4
5150,3409,2023-07-10 06:35:00,Attended an inspiring tech conference—innovations are on the horizon. #innovation #AI,"#innovation, #AI",Technology,172,120,252,14938,1587,Sheilaport,67,Male,-0.11
5151,3636,2023-06-06 04:47:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #food #travel #health,"#food, #travel, #health",Lifestyle,188,453,24,61771,1414,North David,24,Male,0.06
5152,4534,2023-01-09 11:57:00,Entertainment buzz: A star-studded event lit up the night. #music #movies #celebrity,"#music, #movies, #celebrity",Entertainment,823,309,124,86865,2878,South Emily,78,Female,-0.74
5153,2461,2023-09-24 02:37:00,Entertainment buzz: A star-studded event lit up the night. #movies #music,"#movies, #music",Entertainment,1,326,30,69803,1134,Hallland,49,Female,0.99
5154,3174,2023-04-23 02:40:00,Celebrity update: The latest music release is topping the charts. #movies #celebrity,"#movies, #celebrity",Entertainment,872,340,236,22715,316,Floreschester,35,Female,0.54
5155,1196,2023-04-20 01:26:00,Political update: Today's debate on election integrity was intense. #policy #debate,"#policy, #debate",Politics,940,357,226,53875,1320,Jenniferstad,67,Female,-0.2
5156,3268,2023-04-15 00:25:00,Entertainment buzz: A star-studded event lit up the night. #music #movies,"#music, #movies",Entertainment,167,106,37,41945,84,Valentinechester,31,Male,0.14
5157,1994,2023-09-15 03:15:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #health #travel,"#health, #travel",Lifestyle,367,240,57,96805,4931,North Kristinafort,79,Female,0.01
5158,3138,2023-03-13 16:37:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #health #food,"#travel, #health, #food",Lifestyle,535,434,235,39007,117,Nguyenberg,35,Female,0.92
5159,3458,2023-04-14 12:48:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #food,"#travel, #food",Lifestyle,924,27,180,31258,238,Tracymouth,16,Female,0.54
5160,1007,2023-06-20 04:12:00,Attended an inspiring tech conference—innovations are on the horizon. #startup #AI,"#startup, #AI",Technology,962,191,113,65143,4186,Port Williamside,30,Male,-0.3
5161,3591,2023-03-11 17:24:00,Just watched an amazing movie—highly recommend it to all film lovers. #movies #music,"#movies, #music",Entertainment,876,248,131,99862,4753,Christianport,24,Male,0.96
5162,3515,2023-03-13 16:22:00,Just watched an amazing movie—highly recommend it to all film lovers. #movies,#movies,Entertainment,579,363,179,85815,732,Port Robinton,47,Male,-0.4
5163,1319,2023-11-06 18:04:00,Breaking news: Major policy changes have sparked debates in the parliament. #election #debate #policy,"#election, #debate, #policy",Politics,369,212,77,76983,3004,Boyerhaven,39,Female,0.15
5164,2417,2023-03-03 13:18:00,Breaking: A startup's new product is creating major buzz in the tech world. #innovation #startup,"#innovation, #startup",Technology,705,20,219,53276,3188,Gonzalezfort,55,Other,0.4
5165,3316,2023-10-23 08:23:00,Incredible performance today—truly a masterclass in sportsmanship. #olympics #basketball,"#olympics, #basketball",Sports,595,471,141,55521,1381,West Debbie,79,Male,-0.46
5166,4262,2023-08-17 11:39:00,Entertainment buzz: A star-studded event lit up the night. #movies #celebrity #music,"#movies, #celebrity, #music",Entertainment,949,154,42,33430,3240,New Jamesland,76,Male,0.91
5167,4932,2023-05-05 06:18:00,Incredible performance today—truly a masterclass in sportsmanship. #basketball #football,"#basketball, #football",Sports,436,26,117,48245,902,North Lisa,64,Male,-0.57
5168,2698,2023-05-10 01:49:00,Living my best life—enjoying every moment and embracing wellness. #food #travel,"#food, #travel",Lifestyle,206,76,58,55344,3108,Ericchester,29,Other,-0.12
5169,3108,2023-11-28 23:12:00,Breaking news: Major policy changes have sparked debates in the parliament. #election #policy #debate,"#election, #policy, #debate",Politics,48,305,60,72628,806,North Kaitlynmouth,45,Other,-0.64
5170,2461,2023-02-15 16:46:00,Incredible performance today—truly a masterclass in sportsmanship. #basketball #olympics #football,"#basketball, #olympics, #football",Sports,543,412,40,77854,4046,East Timothyhaven,64,Female,0.75
5171,2287,2023-01-02 10:42:00,Tech update: A breakthrough in AI is set to transform the industry. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,828,422,273,40664,1744,Lake Robin,47,Female,0.01
5172,3844,2023-09-12 18:17:00,Sports update: The championship match had fans on the edge of their seats. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,681,56,187,95967,1357,New Jamesville,32,Male,-0.93
5173,2118,2023-10-22 08:58:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #food #health,"#travel, #food, #health",Lifestyle,128,118,186,88104,2645,Lake Joannaton,57,Male,-0.92
5174,1552,2023-07-03 08:27:00,Attended an inspiring tech conference—innovations are on the horizon. #startup,#startup,Technology,446,475,227,84991,1268,Murrayberg,62,Other,-0.17
5175,3973,2023-04-28 08:41:00,Stay informed: New government policies are reshaping public discourse. #debate,#debate,Politics,613,164,163,49596,533,Debrachester,70,Male,0.05
5176,4541,2023-10-01 11:20:00,Political update: Today's debate on election integrity was intense. #policy #debate,"#policy, #debate",Politics,34,476,285,62569,4733,West Todd,42,Female,-0.92
5177,1660,2023-03-14 16:39:00,Living my best life—enjoying every moment and embracing wellness. #travel,#travel,Lifestyle,818,63,101,2816,4038,New Jamesmouth,14,Male,-0.81
5178,1715,2023-03-20 12:37:00,Sports update: The championship match had fans on the edge of their seats. #olympics,#olympics,Sports,198,47,266,32461,3599,Cassidystad,46,Female,-0.81
5179,3826,2023-08-28 01:30:00,Sports update: The championship match had fans on the edge of their seats. #olympics #basketball,"#olympics, #basketball",Sports,812,149,123,27354,1171,East Cassandra,64,Female,0.34
5180,4585,2023-09-08 14:58:00,Sports update: The championship match had fans on the edge of their seats. #olympics,#olympics,Sports,76,483,152,42732,331,Kimberlytown,28,Female,-0.4
5181,4761,2023-11-06 07:24:00,Entertainment buzz: A star-studded event lit up the night. #celebrity #movies,"#celebrity, #movies",Entertainment,368,157,178,63241,679,Mollyhaven,55,Female,0.13
5182,3241,2023-06-12 20:11:00,What a game! That last-minute goal was simply unforgettable. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,832,155,65,21377,2516,Palmerberg,76,Female,-0.85
5183,3529,2023-05-15 11:30:00,Attended an inspiring tech conference—innovations are on the horizon. #innovation #startup,"#innovation, #startup",Technology,525,150,98,17603,4368,Priceberg,39,Male,0.78
5184,4970,2023-01-31 00:05:00,Breaking: A startup's new product is creating major buzz in the tech world. #startup #AI,"#startup, #AI",Technology,348,224,23,75740,4225,Penningtonmouth,77,Female,0.01
5185,4407,2023-06-07 20:18:00,Tech update: A breakthrough in AI is set to transform the industry. #startup #innovation #AI,"#startup, #innovation, #AI",Technology,505,259,248,87021,4971,Josephburgh,25,Female,0.56
5186,2458,2023-10-03 05:42:00,What a game! That last-minute goal was simply unforgettable. #basketball #football,"#basketball, #football",Sports,642,386,164,32335,2779,Steinmouth,52,Male,0.65
5187,4267,2023-10-22 14:50:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #health #food,"#travel, #health, #food",Lifestyle,237,255,93,76280,3514,Jenniferside,44,Female,0.98
5188,1854,2023-04-07 23:25:00,Tech update: A breakthrough in AI is set to transform the industry. #AI #innovation #startup,"#AI, #innovation, #startup",Technology,279,60,123,21787,2431,East Ericview,79,Other,0.48
5189,4320,2023-03-04 22:45:00,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #music #movies,"#celebrity, #music, #movies",Entertainment,576,351,155,48509,2986,Melindahaven,26,Female,-0.11
5190,3545,2023-12-04 07:09:00,Breaking: A startup's new product is creating major buzz in the tech world. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,431,259,248,40198,1401,West Chaseberg,70,Female,-0.69
5191,3259,2023-04-24 05:44:00,What a game! That last-minute goal was simply unforgettable. #basketball #olympics,"#basketball, #olympics",Sports,137,320,270,33650,2355,South Rose,58,Male,-0.9
5192,1664,2023-06-01 05:03:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #health,#health,Lifestyle,268,395,57,32964,3488,Lake Mary,71,Female,0.77
5193,3717,2023-11-22 02:22:00,Just watched an amazing movie—highly recommend it to all film lovers. #music #celebrity #movies,"#music, #celebrity, #movies",Entertainment,739,396,194,8878,886,Matthewberg,77,Other,-0.11
5194,4537,2023-01-31 20:12:00,Entertainment buzz: A star-studded event lit up the night. #movies #celebrity,"#movies, #celebrity",Entertainment,200,161,200,29883,3499,Stevenville,45,Female,0.5
5195,2897,2023-05-06 12:26:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #health,#health,Lifestyle,141,379,71,55913,4600,Clintonborough,58,Male,-0.01
5196,2674,2023-09-30 01:29:00,Sports update: The championship match had fans on the edge of their seats. #olympics #basketball,"#olympics, #basketball",Sports,611,442,246,97023,2116,South Brian,66,Female,0.76
5197,3268,2023-08-29 11:17:00,Attended an inspiring tech conference—innovations are on the horizon. #AI,#AI,Technology,649,348,97,79010,3051,Johnbury,78,Female,0.01
5198,1272,2023-04-11 13:20:00,Living my best life—enjoying every moment and embracing wellness. #travel,#travel,Lifestyle,679,456,80,45696,482,Kristaview,16,Female,-0.83
5199,2177,2023-03-25 21:00:00,Attended an inspiring tech conference—innovations are on the horizon. #AI #startup,"#AI, #startup",Technology,918,30,64,21395,4397,Scottborough,66,Female,0.01
5200,2272,2023-08-17 00:00:00,Breaking: A startup's new product is creating major buzz in the tech world. #innovation #startup #AI,"#innovation, #startup, #AI",Technology,610,70,4,18722,4941,North Brandonport,16,Male,-0.47
5201,1278,2023-01-12 09:22:00,Breaking news: Major policy changes have sparked debates in the parliament. #election,#election,Politics,822,396,283,49181,3964,West Bianca,29,Female,0.55
5202,4511,2023-08-26 03:52:00,What a game! That last-minute goal was simply unforgettable. #olympics,#olympics,Sports,830,437,293,25592,3683,New Joseph,67,Female,0.9
5203,1815,2023-10-29 06:24:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #food #travel,"#food, #travel",Lifestyle,838,1,80,19833,3007,Lake Brandon,60,Female,0.01
5204,1275,2023-12-17 10:35:00,Incredible performance today—truly a masterclass in sportsmanship. #olympics #football,"#olympics, #football",Sports,937,416,86,12472,2835,Schwartzstad,61,Male,-0.75
5205,2004,2023-04-06 07:14:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #health,#health,Lifestyle,354,49,292,35356,270,Billyview,35,Female,-0.89
5206,3561,2023-05-03 23:34:00,What a game! That last-minute goal was simply unforgettable. #olympics #football,"#olympics, #football",Sports,577,134,280,53045,2210,Manningfort,39,Female,0.01
5207,4159,2023-07-28 02:45:00,Just watched an amazing movie—highly recommend it to all film lovers. #movies #music,"#movies, #music",Entertainment,846,145,196,73453,4705,Deannashire,37,Female,0.01
5208,4870,2023-08-19 03:50:00,Tech update: A breakthrough in AI is set to transform the industry. #innovation,#innovation,Technology,328,178,251,84857,2294,Lake Michelestad,36,Female,-0.65
5209,1922,2023-05-19 21:12:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #health,"#food, #health",Lifestyle,558,263,82,64783,3858,Port Kevinstad,32,Male,0.37
5210,1641,2023-07-22 20:04:00,Breaking news: Major policy changes have sparked debates in the parliament. #debate #policy #election,"#debate, #policy, #election",Politics,848,310,26,18325,829,East Aliciaborough,65,Female,-0.97
5211,1504,2023-07-08 15:48:00,Living my best life—enjoying every moment and embracing wellness. #health,#health,Lifestyle,893,203,181,58646,2312,Hornebury,38,Female,0.26
5212,3637,2023-04-21 11:27:00,Breaking news: Major policy changes have sparked debates in the parliament. #debate #policy,"#debate, #policy",Politics,230,298,134,8164,4781,West Kimberlymouth,72,Female,0.66
5213,1771,2023-03-03 07:23:00,Stay informed: New government policies are reshaping public discourse. #debate,#debate,Politics,307,186,89,14086,1089,Thomasborough,14,Other,0.28
5214,2264,2023-05-23 08:35:00,Living my best life—enjoying every moment and embracing wellness. #food #health,"#food, #health",Lifestyle,657,29,205,41789,2330,Robertafort,15,Male,-0.87
5215,4724,2023-03-22 04:37:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #health #travel,"#food, #health, #travel",Lifestyle,718,58,26,65952,1853,Patrickside,68,Male,0.98
5216,3787,2023-05-07 05:27:00,Breaking: A startup's new product is creating major buzz in the tech world. #AI #innovation #startup,"#AI, #innovation, #startup",Technology,145,8,58,56705,1438,North Samuel,78,Male,-0.29
5217,3722,2023-11-01 02:13:00,What a game! That last-minute goal was simply unforgettable. #football #olympics #basketball,"#football, #olympics, #basketball",Sports,151,475,71,32943,3558,Lake Angelica,37,Female,-0.24
5218,2259,2023-10-28 16:08:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #food,#food,Lifestyle,790,323,226,87089,2168,South Desireeberg,27,Female,-0.83
5219,2013,2023-11-05 19:51:00,Breaking: A startup's new product is creating major buzz in the tech world. #innovation #AI,"#innovation, #AI",Technology,139,166,90,44106,3833,West Adambury,19,Male,-0.67
5220,1127,2023-01-22 01:56:00,Stay informed: New government policies are reshaping public discourse. #policy,#policy,Politics,662,336,67,32295,4105,South Brian,53,Male,-0.46
5221,3550,2023-02-09 00:54:00,Incredible performance today—truly a masterclass in sportsmanship. #olympics,#olympics,Sports,20,394,259,303,1632,Maryfurt,72,Female,0.6
5222,2223,2023-08-16 17:37:00,Entertainment buzz: A star-studded event lit up the night. #celebrity,#celebrity,Entertainment,253,378,145,40763,4067,Port Victorhaven,56,Female,0.01
5223,3949,2023-12-10 17:34:00,What a game! That last-minute goal was simply unforgettable. #olympics #football,"#olympics, #football",Sports,63,385,62,72203,3495,South Jessicaberg,45,Female,0.17
5224,3590,2023-12-16 22:47:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #health,#health,Lifestyle,217,278,179,46914,507,Lake Charles,78,Other,0.73
5225,2525,2023-01-19 06:25:00,Living my best life—enjoying every moment and embracing wellness. #health,#health,Lifestyle,71,190,110,45348,4356,Espinozamouth,35,Female,1.0
5226,2673,2023-03-27 23:06:00,Breaking news: Major policy changes have sparked debates in the parliament. #policy #debate,"#policy, #debate",Politics,989,241,190,7560,2868,Taylorborough,76,Male,-0.23
5227,1491,2023-10-18 05:34:00,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity,#celebrity,Entertainment,161,277,245,93156,3381,South Aprilfurt,18,Female,-0.22
5228,4092,2023-12-30 07:14:00,What a game! That last-minute goal was simply unforgettable. #football #olympics #basketball,"#football, #olympics, #basketball",Sports,129,444,277,57330,726,New Erikamouth,75,Female,0.47
5229,2257,2023-09-22 16:51:00,Political update: Today's debate on election integrity was intense. #debate #policy,"#debate, #policy",Politics,580,153,296,56176,2192,Evanhaven,55,Female,0.29
5230,3761,2023-07-29 19:13:00,Tech update: A breakthrough in AI is set to transform the industry. #AI #startup #innovation,"#AI, #startup, #innovation",Technology,926,395,122,54810,1463,West Christopher,37,Male,-0.97
5231,3838,2023-05-18 15:37:00,Attended an inspiring tech conference—innovations are on the horizon. #innovation,#innovation,Technology,224,159,56,63888,955,West Steve,20,Female,0.31
5232,2666,2023-05-31 02:26:00,Celebrity update: The latest music release is topping the charts. #movies #celebrity #music,"#movies, #celebrity, #music",Entertainment,757,264,159,4455,3441,Adamville,49,Female,0.44
5233,1415,2023-09-14 07:04:00,Political update: Today's debate on election integrity was intense. #debate #election #policy,"#debate, #election, #policy",Politics,579,234,126,32035,4041,West Rachelbury,71,Other,0.97
5234,3195,2023-09-17 08:12:00,Sports update: The championship match had fans on the edge of their seats. #football #olympics #basketball,"#football, #olympics, #basketball",Sports,453,452,224,2763,2272,New Alexander,40,Female,0.17
5235,1969,2023-08-18 10:19:00,Stay informed: New government policies are reshaping public discourse. #election #policy,"#election, #policy",Politics,982,345,94,41491,161,South Andrewstad,65,Female,0.01
5236,3076,2023-11-14 00:42:00,Living my best life—enjoying every moment and embracing wellness. #food,#food,Lifestyle,914,198,5,92975,3429,Randyberg,67,Female,0.58
5237,2384,2023-05-10 15:02:00,Entertainment buzz: A star-studded event lit up the night. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,383,476,264,95003,3923,Salinasmouth,48,Female,-0.81
5238,1307,2023-03-04 23:08:00,Just watched an amazing movie—highly recommend it to all film lovers. #music,#music,Entertainment,106,32,233,19646,3201,South Alexander,74,Female,0.47
5239,4954,2023-06-25 14:34:00,Incredible performance today—truly a masterclass in sportsmanship. #olympics #basketball #football,"#olympics, #basketball, #football",Sports,620,407,287,74025,1994,South Rachel,27,Female,0.09
5240,3209,2023-10-04 09:27:00,Political update: Today's debate on election integrity was intense. #election,#election,Politics,839,88,15,87098,2550,Lake Taylormouth,66,Female,-0.8
5241,3916,2023-03-23 23:05:00,Political update: Today's debate on election integrity was intense. #debate #policy #election,"#debate, #policy, #election",Politics,102,94,139,138,462,Lynchtown,73,Female,0.34
5242,3899,2023-06-22 22:04:00,Stay informed: New government policies are reshaping public discourse. #debate #election #policy,"#debate, #election, #policy",Politics,140,220,296,47912,4118,Chaseborough,66,Male,-0.53
5243,1060,2023-11-05 06:46:00,Living my best life—enjoying every moment and embracing wellness. #travel #health,"#travel, #health",Lifestyle,576,68,194,59962,2701,Johnstad,41,Male,0.08
5244,3172,2023-05-30 01:32:00,What a game! That last-minute goal was simply unforgettable. #football,#football,Sports,133,293,185,10418,235,North Seanhaven,39,Male,-0.44
5245,2479,2023-12-15 11:58:00,Just watched an amazing movie—highly recommend it to all film lovers. #music,#music,Entertainment,198,236,124,9020,1626,Mcdanielmouth,24,Female,-0.79
5246,4142,2023-08-16 17:15:00,Stay informed: New government policies are reshaping public discourse. #debate,#debate,Politics,879,394,16,61343,3208,Lake Michelleton,35,Male,-0.5
5247,3885,2023-10-18 00:59:00,What a game! That last-minute goal was simply unforgettable. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,509,159,25,54031,4127,Nguyentown,62,Male,-0.12
5248,2930,2023-07-02 01:17:00,Incredible performance today—truly a masterclass in sportsmanship. #football #olympics,"#football, #olympics",Sports,666,319,212,84144,100,Williamsborough,39,Male,-0.01
5249,4947,2023-10-31 23:41:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel,#travel,Lifestyle,78,327,0,79893,1219,West Stevefort,71,Other,-0.7
5250,3513,2023-12-30 09:25:00,Stay informed: New government policies are reshaping public discourse. #debate,#debate,Politics,947,275,290,23883,4500,Robertville,21,Male,-0.36
5251,3290,2023-04-18 19:27:00,Breaking: A startup's new product is creating major buzz in the tech world. #AI #startup,"#AI, #startup",Technology,893,289,264,37002,85,East Jacobburgh,45,Female,0.01
5252,2513,2023-09-27 12:01:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel,#travel,Lifestyle,481,366,37,97945,326,Port Noah,63,Male,0.82
5253,4832,2023-05-13 04:47:00,Stay informed: New government policies are reshaping public discourse. #policy #debate #election,"#policy, #debate, #election",Politics,511,41,232,88314,2514,Anthonyton,52,Male,0.07
5254,4292,2023-01-17 18:46:00,Tech update: A breakthrough in AI is set to transform the industry. #AI #startup #innovation,"#AI, #startup, #innovation",Technology,249,391,259,36639,938,Nathanielburgh,18,Other,-0.02
5255,1472,2023-09-22 01:58:00,Attended an inspiring tech conference—innovations are on the horizon. #startup #innovation #AI,"#startup, #innovation, #AI",Technology,888,65,260,80947,453,West Karen,16,Other,0.16
5256,1958,2023-09-14 03:33:00,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel,#travel,Lifestyle,598,20,237,71174,4659,Murraymouth,15,Female,-0.57
5257,1532,2023-09-30 06:42:00,What a game! That last-minute goal was simply unforgettable. #basketball #football #olympics,"#basketball, #football, #olympics",Sports,815,334,105,49049,2663,Jeffreymouth,25,Female,0.99
5258,1493,2023-09-12 00:02:00,Entertainment buzz: A star-studded event lit up the night. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,752,69,246,68893,2538,Nicoleview,38,Female,0.49
5259,3946,2023-05-07 03:55:00,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #travel,"#food, #travel",Lifestyle,599,260,37,46643,4035,Michaelchester,46,Male,-0.52
